심사진행상태,출원일자,발명의명칭,출원인
취하(심사미청구),2004.09.23,반도체 소자의 형성방법(METHOD FOR FORMING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.08.11,트랜지스터 및 그 제조 방법(Transistor and manufacturing method thereof),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.21,트랜지스터 및 그의 제조 방법(Transistor and forming method thereof),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.16,셀 트랜지스터 및 그 제조 방법(Cell transistor and manufacturing method thereof),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.16,반도체 소자의 테스트 장치(Test transistors of the semiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.16,반도체 소자의 트랜지스터 형성 방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.12,반도체 소자의 트랜지스터 형성 방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.12,반도체 소자의 트랜지스터 형성 방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.01,반도체소자의 트랜지스터 형성방법(Method for forming transistor of semiconductor devices),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.14,반도체 메모리 소자의 주변회로 트랜지스터 제조 방법(METHOD FOR MANUFACTURING PERI CIRCUIT TRANSISTOR INSEMICONDUCTOR MEMORY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.05,트랜지스터 및 그 제조 방법(Transistor and forming method thereof),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.01,반도체소자의 트랜지스터 형성방법(Method for forming transistor of semiconductor devices),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.01,반도체소자의 트랜지스터 형성방법(Method for forming transistor of semiconductor devices),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.06.30,반도체 소자의 트랜지스터 형성방법(METHOD FOR FORMING TRANSISTOR IN SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.07.01,반도체 소자의 트랜지스터 형성 방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.06.25,씨모스 반도체 소자의 트랜지스터 형성방법(METHOD FOR FORMING TRANSISTOR IN CMOS SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.06.24,리세스 게이트를 갖는 트랜지스터의 제조 방법(Method for forming the transistor with recess gate),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.06.24,리세스 게이트를 갖는 트랜지스터 및 그 제조 방법(Transistor with recess gate and forming method thereof),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.06.02,반도체 소자의 모스 트랜지스터 제조 방법(Method for forming the MOS transistor of semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.05.24,셀 트랜지스터 및 그 제조 방법(CELL TRANSISTOR AND FORMING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.05.12,엔모스 트랜지스터 형성방법(method for forming nmos transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.05.14,낸드 플래쉬 메모리 소자의 고전압 트랜지스터(High voltage transistor in NAND flash memory device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.04.19,반도체 소자의 트랜지스터 제조방법(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.04.20,버티컬 트랜지스터 및 그 제조 방법(Vertical transistor and method for fabricating the same),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.02.16,반도체 소자의 트랜지스터 형성 방법(METHOD FOR FORMING TRANSISTORS OF SEMICONDUCTOR DEVICES),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2004.01.06,MOS 트랜지스터 제조 방법(Method for manufacturing MOS Transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.12.29,반도체 소자의 모스 트랜지스터 및 그 제조방법(MOS TRANSISTOR IN SEMICONDUCTOR DEVICE AND FABRICATINGMETHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.12.24,반도체 소자의 트랜지스터 제조방법(METHOD OF MANUFACTURING TRANSISTOR FOR SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.12.29,반도체 소자의 트랜지스터 제조방법(METHOD OF MANUFACTURING TRANSISTOR FOR SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.12.24,MOS 트랜지스터 제조 방법(Method for manufacturing MOS Transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.12.24,트랜지스터(TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),2003.12.22,디램의 셀 트랜지스터 제조방법(manufacturing method for cell transistor of DRAM),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.12.23,반도체 소자의 트랜지스터 제조방법(METHOD OF MANUFACTURING TRANSISTOR FOR SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),2003.12.22,MOS 트랜지스터(MOS transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.12.15,반도체 소자의 트랜지스터 형성방법(Method for forming transistor of semiconductor device),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),2003.12.16,트랜지스터 및 그 제조 방법(TRANSISTOR AND METHOD FOR FABRICATION THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.11.20,트랜지스터 문턱 전압 조절 방법(Method for controlling Threshold voltage of Transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.11.20,트랜지스터 제조 방법(Method for manufacturing Transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.08.01,반도체소자의 트랜지스터 및 그 형성방법(A transistor of a semiconductor device and A methodfor forming the same),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),2003.07.31,반도체소자의 트랜지스터 형성 방법(A method for forming a transistor of a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.07.30,반도체소자의 트랜지스터 형성방법(A method for forming a transistor of a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.07.30,반도체소자의 트랜지스터 형성방법(A method for forming a transistor of a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.07.30,반도체소자의 트랜지스터 형성방법(A method for forming a transistor of a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.07.18,반도체 소자의 저전압 트랜지스터 및 그 제조방법(Low voltage transistor in semiconductor device andmethod of manufacturing the same),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.07.14,트랜지스터 구조(structure of transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.06.30,트랜지스터의 테스트 소자의 구조(Structure of test device for transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.06.30,MOS 트랜지스터의 제조 방법(Method for manufacturing MOS transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.06.30,모스형 트랜지스터의 구조 및 그 제조 방법(Structure and manufacturing method of MOS transistor),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),2003.06.30,반도체 소자의 트랜지스터 제조방법(METHOD OF MANUFACTURING TRANSISTOR FOR SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.06.30,트랜지스터 제조 방법(Method for manufacturing Transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.06.25,플래시 메모리 소자의 고전압 트랜지스터 형성 방법(Method of forming a high voltage transistor in flashmemory device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2003.03.05,플래시 메모리 소자의 고전압 트랜지스터(High voltage transistor in flash memory device),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.12.31,반도체소자의 트랜지스터 형성방법(A method for forming a transistor of a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.12.30,반도체소자의 트랜지스터 및 그 형성방법(A transistor of a semiconductor device and A methodfor forming the same),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.12.30,반도체소자의 트랜지스터 형성방법(A method for forming a transistor of a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.12.30,반도체 소자의 트랜지스터 제조방법(METHOD OF MANUFACTURING TRANSISTOR FOR SEMICONDUCTORDEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.12.26,낮은 문턱전압을 갖는 트랜지스터 제조방법(Method for fabricating transistor having low thresholdvoltage),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.12.26,디램 셀 트랜지스터의 제조방법(Method of manufaturing DRAM cell transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.11.19,트랜지스터 형성방법(METHOD FOR FORMING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.07.18,트랜지스터의 제조 방법(Method for manufacturing a transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.07.18,이에스디(ESD) 보호 회로의 트랜지스터 제조 방법(Method for manufacturing a transistor of ESDprotection circuit),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.07.18,트랜지스터의 제조 방법(Method for manufacturing a transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.07.18,반도체소자의 트랜지스터 형성방법(A method for forming a transistor of a semiconductordevice),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.07.12,이중 LDD구조의 트랜지스터 제조방법(Method for fabricating transistor having double LDDscheme),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.07.18,트랜지스터의 제조 방법(Method for manufacturing a transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.07.18,트랜지스터의 제조 방법(Method for manufacturing a transistor),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),2002.07.12,모스 트랜지스터의 제조 방법(Method for manufacturing a MOS transistor),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2002.07.13,모스 트랜지스터의 제어 방법(Method for controlling MOS (Metal-Oxide-Semiconductor)transistor),에스케이하이닉스 주식회사(경기도 이천시...)
