심사진행상태,출원일자,발명의명칭,출원인
거절결정(일반),2008.10.07,산화물 박막 트랜지스터를 포함하는 적층 메모리 장치(Multi-layered memory apparatus comprising oxide thin film transistor),삼성전자주식회사(경기도 수원시 영통구...)|성균관대학교산학협력단(경기도 수원시 장안구...)
취하(심사미청구),2006.01.25,박막 트랜지스터 표시판 및 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2006.02.13,수직 채널 트랜지스터를 구비한 반도체 소자의 제조방법 및그에 의해 제조된 반도체 소자(Method of manufacturing semiconductor device includingvertical channel transistor and semiconductor devicefabricated using the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2007.07.23,선택 트랜지스터를 프로그램하는 낸드 플래시 메모리 장치및 그것의 프로그램 방법(NAND FLASH MEMORY DEVICE PROGRAMMING SELECTION TRANSISTOR AND PROGRAMMING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.07.26,"박막 형성 방법과, 이를 이용한 커패시터 형성 방법 및트랜지스터 형성 방법(method for forming a thin film, and method for forminga capacitor and a transistor of a semiconductor deviceusing the same)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(취소환송후),2002.01.02,"배선 구조, 이를 이용하는 박막 트랜지스터 기판 및 그제조 방법(A WIRE STRUCTURE, A THIN FILM TRANSISTOR SUBSTRATE OFUSING THE WIRE STRUCTURE AND A METHOD OF MANUFACTURINGTHE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.07.29,"박막 트랜지스터 기판 및 이의 제조 방법(THIN FILM TRANSISTOR SUBSTRATE, AND METHOD FOR MANUFACTURING THE SAME)",삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2002.05.27,액정 표시 장치용 박막 트랜지스터 기판(A THIN FILM TRANSISTOR PANEL FOR A LIQUID CRYSTALDISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2006.09.18,"박막 트랜지스터 기판과 이의 제조 방법 및 이를 구비한액정표시패널(Thin film transistor substrate, method formanufacturing the same and liquid crystal display panelhaving the same)",삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2005.10.31,포토레지스트 조성물 및 이를 이용한 박막 트랜지스터기판의 제조방법(PHOTORESIST COMPOSITION AND METHOD OF MANUFACTURINGTHIN FILM TRANSISTOR SUBSTRATE USING THE SAME),삼성디스플레이 주식회사(경기 용인시 기흥구...)|머크일렉트로닉머티리얼즈 주식회사(서울특별시 강남구...)
거절결정(일반),2005.11.08,"배선, 이를 포함하는 박막 트랜지스터 기판과 그 제조 방법(WIRING, THIN FILM TRANSISTOR SUBSTRATE AND METHOD OFMANUFACTURING THE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.03.12,액정 표시 장치용 박막 트랜지스터 기판 및 이의 제조방법(Thin Film Transistor Of Liquid Crystal Display DeviceAnd Method Of Manufacturing The Same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2010.12.15,"유기 박막 형성 방법, 유기 박막, 이를 포함하는 박막 트랜지스터 및 이를 포함하는 전자 장치(METHOD FOR FORMING ORGANIC THIN FILM, ORGANIC THIN FILM, THIN FILM TRANSISTOR INCLUDING THE SAME AND ELECTRIC DEVICE INCLUDING THE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.10.13,리세스 게이트 트랜지스터 구조 및 형성방법(Recess gate transistor structure and methodtherefore),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.06.27,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY INCLUDING THE PANEL),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2000.09.05,트랜지스터 및 이의 형성 방법(Transistor And Method For Manufacturing The Same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.10.22,반도체 소자에서의 리세스 게이트 트랜지스터 구조 및형성방법(Recess gate transistor structure for use insemiconductor device and method thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.07.15,컨택홀 형성 방법 및 이를 이용한 박막 트랜지스터 기판의제조 방법(Method for forming contact hole and method forfabricating thin film transistor plate fabricated bythe same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2013.03.08,고 전자이동도 트랜지스터 소자(High electron mobility transistor devices),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1995.06.13,소이구조의모스트랜지스터및그제조방법(MOS TRANSISTOR OF SOI STRUCTURE AND METHOD FOR MANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2006.05.22,동작 특성과 플리커 노이즈 특성이 향상된 아날로그트랜지스터를 구비하는 반도체 소자 및 그 제조 방법(Semiconductor device having analog transistor withimproved both operation and flicker noisecharacteristics and fabrication method thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2014.01.16,터널링 전계 효과 트랜지스터(TUNNELING FIELD EFFECT TRANSISTOR),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1999.05.13,광시야각 액정 표시 장치용 박막 트랜지스터 어레이 기판 및그의 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL FOR LIQUID CRYSTAL DISPLAY HAVING WIDE VIEWING ANGLE AND MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.03.09,핀 전계 효과 트랜지스터 및 이의 제조 방법(Fin field effect transistor and method ofmanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.03.26,모스 트랜지스터에 접속되는 콘택을 가진 반도체 장치의제조방법(METHOD OF FORMING SEMICONDUCTOR DEVICE HAVING ACONTACT CONNECTED WITH MOS TRANSISTOR),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2006.09.13,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.08.28,유기 반도체를 사용한 박막 트랜지스터 표시판 및 그 제조방법(Thin film transistor array panel using organicsemiconductor and manufacturing method thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.08.29,트랜지스터의 제조방법(Method for manufacturing transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.05.12,박막 트랜지스터 기판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2001.08.30,레이저 조사 표지를 가지는 박막 트랜지스터 기판(a thin film transistor array panel having a markindication laser irradiation point),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2001.10.22,"반도체 소자의 접촉부 및 그 제조 방법과 이를 포함하는표시 장치용 박막 트랜지스터 어레이 기판 및 그 제조 방법(CONTACT PORTION OF SEMICONDUCTOR DEVICE AND METHOD FORMANUFACTURING THE SAME, AND THIN FILM TRANSISTOR ARRAYPANEL FOR DISPLAY DEVICE INCLUDING THE CONTACT PORTIONAND METHOD FOR MANUFACTURING THE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2007.07.27,박막 트랜지스터 기판 및 그 제조 방법(THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF MANUFACTURIG THE SAME),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(심사전치후),2009.02.11,박막 트랜지스터 표시판의 제조 방법 및 이에 사용되는 네가티브 포토레지스트 조성물(Method of fabricating thin film transistor substrate and negative photoresist composition used therein),삼성디스플레이 주식회사(경기 용인시 기흥구...)|주식회사 동진쎄미켐(인천광역시 서구...)
등록결정(일반),1996.10.29,광출력장치(SURFACE EMITTING LASER WITH INTEGRATED PHOTO TRANSISTOR FOR POWER STABILIZATION),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1995.01.11,박막트랜지스터액정표시장치의구동장치및방법(DEVICE AND METHOD FOR DRIVING THIN FILM TRANSISTOR OF LCD),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.07.18,나노공진기 및 그의 제조 방법(NANO RESONATOR TRANSISTOR AND METHOD FOR MANUFACTURING THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.12.09,포토레지스트 제거용 스트리핑 조성물 및 이를 사용한액정 표시 장치의 박막 트랜지스터 기판의 제조방법(Stripping Composition of Photoresist And Method OfManufacturing Thin Film Transistor Of Liquid CrystalDisplay Device Using The Same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.01.04,패싯 채널들을 갖는 모스 트랜지스터를 채택하는 반도체집적회로 소자들 및 그 제조방법들(Semiconductor integrated circuit devices employing aMOS transistor with facet channels and methods offabricating the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1998.06.12,2중층스페이서를갖는모스트랜지스터형성방법(Method for foming MOS transistor having bi-layer spacer),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.10.07,박막 트랜지스터 표시판의 제조 방법(MANUFACTURING METHOD OF THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.09.09,리세스 채널을 가지는 트랜지스터 제조 방법(Method of manufacturing transistor having recessedchannel),삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2003.09.09,박막 트랜지스터 표시판 및 이를 포함하는 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND DISPLAY DEVICEINCLUDING THE PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.07.09,"박막 형성 방법과 이를 이용한 게이트 전극 및 트렌지스터 형성 방법(method for forming a thin film, and method for a gate electrode and a transistor using the same)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1996.05.15,씨모스 트랜지스터 및 그 제조방법(CMOS TRANSISTOR AND MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2006.10.17,박막 트랜지스터 표시판의 제조 방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR ARRAYPANEL),삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2006.02.17,박막 트랜지스터 표시판 및 표시 장치(THIN FILM TRANSISTOR PANEL AND DISPLAY DEVICE),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2005.07.22,고집적 반도체 메모리 소자용 모오스 트랜지스터들의배치구조 및 그에 따른 배치방법(layout of MOS transistors for use in semiconductormemory device),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.10.14,박막 트랜지스터 어레이 기판 및 그 제조 방법(a thin film transistor array panel and a method formanufacturing the panel),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.08.05,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL FOR DISPLAY DEVICE ANDMANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.03.03,유기 박막 트랜지스터 표시판 및 그 제조 방법(ORGANIC THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2001.10.18,단일 트랜지스터형 자기 랜덤 액세스 메모리 소자와 그구동 및 제조방법(Single transistor type magnetic random access memorydevice and operating and manufacturing method thereof),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.05.25,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),1998.11.26,"4장의마스크를이용한액정표시장치용박막트랜지스터기판의제조방법및액정표시장치용박막트랜지스터기판(THIN FILM TRANSISTOR FOR LIQUID CRYSTAL DISPLAY WITH FOUR MASKS, METHOD OF MANUFACTURING THE SAME, AND THIN FILM TRANSISTOR SUBSTRATE FOR LIQUID CRYSTAL DISPLAY)",삼성전자주식회사(경기도 수원시 영통구...)
